ID,reviewer,content,date_time,rate
10616,hoàng nguyễn,Tôi rất bực mình vì ngày hôm nay với app này. Giá như làm dân chợ búa để được chửi vài câu chắc sẽ đỡ ức chế hơn. Làm ăn không thể chấp nhận được,16-11-21 15:36,1
10617,Lan Anh Dang,App quá chán. Bị đẩy ko thể vào lại đc,04-11-21 12:25,1
10618,Anh NT Cover,"App ngu vãi! Quên mật khẩu bắt điền thông tin cá nhân nhưng không bao gồm tên đăng nhập, xong chỉ gửi mật khẩu về thì biết tên đăng nhập là gì mà điền!?",24-11-21 19:06,1
10619,Dinh Nguyen,ok,09-06-21 2:21,5
10620,HỒNG HÀ,Tôi chưa bao giờ mở tk tại ngân hàng. Tại sao số cmnd lại được đăng ký ibanking tại ngân hàng này rồi.. bây giờ tôi phải làm sao,30-09-21 17:57,1
10621,Hung Pham,Good,03-06-21 9:26,4
10622,Hiếu Huỳnh Ngọc,Tốt nhất,16-06-21 15:31,5
10623,Cốm TV,Nản vs app,18-07-21 18:41,1
10624,Đông Lê,Nếu như có chức năng thiết lập digital otp trên app thì tốt . chứ cứ mỗi lần thiết lập lại phải ra ngân hàng thì chắc chết,10-06-21 12:37,3
10625,Mau Lang,Mb như cái củ lìn Nhập mã mời mà không nhận đc tiền mất tiền của tao,11-11-21 5:51,1
10626,hoàng nướcnóng,Tr 🙏,08-06-21 18:56,4
10627,Tam Le Thi,Vào mà cứ bị xoay tít. K vào đc. Chán,02-09-21 13:22,1
10628,Minh Ngọc Đặng,Suốt ngày bắt tải ứng dụng và mở nhưng có lần nào nhận được tiền đâu,25-03-21 22:46,1
10629,Tài Phạm,"Ngân hàng làm cái app mà ko dùng đầu óc để suy nghĩ hay sao, app vào ko đk, lỡ những lúc cấp bách ng ta dung đến mà cứ xoay như này ai mà chịu nổi, MB 1 là xóa app, 2 là sửa lại ăn cho cố vào rồi có cái app sửa chữa hoài ko xong.",13-08-21 10:15,1
10630,Trang Quynh,Mãi k nhận dạng được khuôn mặt làm mất bao nhiêu thời gian,25-11-21 12:56,1
10631,TRƯƠNG VĂN THIẾT,Rất tuyệt vời!👍,11-03-21 18:54,5
10632,VŨ TÂM ĐỨC,Vực kì hay và thú vị xin chân trọng cảm ơn,02-04-21 23:56,5
10633,Hai Nguyen,"Nhiều ngay nay Tôi Không thể khởi động được app để sử dụng, cho dù tải và cài đặt lại app trên nhiều máy khác nhau, kết quả vẫn là app chỉ hiện thị trạng thái đang khởi động app thời gian chờ vô hạn, trong tài khoản có tiền cần thanh toán Online trong mua dịch mà không làm gì được, Quá Thất Vọng về App này, mà cũng không thấy có thông báo nào nào cho khách hàng về việc này, Mong đơn vị chủ quản nhanh chóng khắc phục.",07-08-21 9:26,1
10634,do tran,Ok,17-09-21 11:15,5
10635,Tùng Thanh,Ko ra sao gửi mã otp cũng ko đc,14-11-21 7:22,1
10636,tiến trường Vũ,Ok,19-10-21 12:54,5
10637,Ân Bim,Đkí thành công k đăng nhập đc đăng nhập vào lại báo lỗi k hiểu kiểu gì,25-07-21 9:59,1
10638,Xuân Ngô,Quá tệ,25-09-21 19:26,1
10639,Dao Duc,Vừa chuyển tiền thành công mà k thông báo biến động số dư như lần trước. Hoang mang quá,06-12-21 12:16,1
10640,Sản xuất đồ chơi Nguyện Như,Quá tệ lỗi quá lâu,16-11-21 15:28,1
10641,Vũ Vương,"App tự tạo những tin liên quan đến job online, người dùng muốn nhận job phải đăng kí tài khoản, nhưng đki xong job cũng bay mất hút. Lừa đảo vl! Bank phèn đến mức phải nghĩ ra trò này.",02-10-21 12:43,1
10642,Nhật Anh,Rất tốt,28-11-21 12:10,5
10643,Tiểu Kỳ Vương,Không đăng kí digital otp được. Cho mở tk online mà bắt chạy ra quầy đăng kí cái này thì thôi thua. :),17-07-21 11:51,1
10644,Băng Dòng Sông,tốt,24-05-21 9:53,5
10645,Hung Phu Vo,Tot lắm,07-12-21 2:07,4
10646,cao dan,Rat tot,25-09-21 16:41,5
10647,Ba Kích Quảng Ninh,Tải về nó quay quay chả cho vào giao diện.. tháo luôn... định đăng ký tài khoản online ..thấy nản,27-06-21 22:24,1
10648,Thành Duy Nguyễn Minh,Rất hữu ích,25-11-21 20:18,5
10649,Nga Nguyễn,Thường xuyên lỗi không đăng nhập vào được,22-11-21 8:58,1
10650,Vân anh Vũ,Ok,09-06-21 21:06,5
10651,Hùng Nguyễn,Good 👍,01-04-21 11:42,5
10652,Luxiphel Quỷ,Chuyển tiền từ sim vào thẻ kiểu j ta,01-10-21 15:13,1
10653,Tranvanthuat6789@gmail.com Tran,Rất tốt,17-08-21 19:25,4
10654,Giang Nguyễn,Ok,16-07-21 23:38,5
10655,Tuấn Hồ,"Đề nghị MB bank nâng cấp giao diện app, tốc độ chuyển trang của app, ngay và luôn",27-03-21 12:06,4
10656,quoc duongvan,Khá hài lòng về ứng dụng,19-09-21 15:18,5
10657,Nam Dang,Phải gọi là lừa đảo hết mức Một ứng dụng quá tệ Đăng kí online thì bắt khác hàng ra ngân hàng giao dịch nếu vậy thì đưa mục đăng kí online làm gì Để lừa đảo à phát hành thẻ cứng ???,20-06-21 7:33,1
10658,Thao Duong,Ok,23-03-21 11:54,5
10659,nè Thanh,Dùng tốt mà mọi người,23-08-21 21:30,5
10660,Mua Vàng lao,Sao tìm khách khó đăng ký Link Vy có khách thì đăng ký link nhanh có khách thì đăng ký nhiều lần cái chụp ảnh mặt ko được chủ MB có thể xem xét lại,08-09-21 20:43,3
10661,Trang Nguyễn Thanh,Cứ đến bước cuối mã otp thì lại quay lại trang xác nhận thông tin. Gọi tư vấn thì kêu xoá đi tải lại. Và vẫn k đc. Vừa mất tiền tư vấn vừa mất time. KHÔNG NÊN DÙNG NHÉ. BẢO SAO ỨNG DỤNG CÓ 3.7 SAO. XỨNG ĐÁNG,09-07-21 21:33,1
10662,Hoa Vi,Tệ quá tệ k tệt hơn đc nữa,22-03-21 19:17,1
10663,VIETTEK LTD,Quá kém,06-08-21 14:58,1
10664,Ngô Đình Khen 12Q 15,Quá tệ,11-06-21 9:33,1
10665,VanHieu Doan,Rât hai lòng với ứng dụng,10-09-21 14:44,5
10666,Phượng Kim,"Lâu lâu hơi lagg tíi 🤧,mong khắc phục sớm",16-11-21 12:43,4
10667,Huỳnh Huỳnh Pin,Ứng dụng tốt,23-08-21 9:20,5
10668,Hùng Nguyễn,"Ngân hàng mới, tài khoản số đẹp đó nhưng chất lượng cũng như dịch vụ khách hàng thự sự tệ, không thể tệ hơn. Thực sự thấy thất vọng!",25-03-21 17:02,1
10669,Trung Arts,Ok,16-10-21 16:03,5
10670,Phuong Quang Nguyễn,"Sử dụng 4g đăng nhập lúc được lúc không, chỉ vào bằng wifi mới không bị lỗi, ra ngoài wifi đâu mà sử dụng, cần phải cải thiện.",07-09-21 15:48,3
10671,Thất Bại Gaming,Cặc,10-11-21 9:55,1
10672,Captain Vietnam,App quá chán,15-08-21 17:25,1
10673,Hsu Zyu,công nhân thôi,12-12-21 12:31,2
10674,Tien Nguyen Nam,Tuyet vời,09-12-21 17:57,4
10675,nghia trong,ok,16-11-21 17:11,5
10676,Chính Đặng,K vào được,18-06-21 16:57,1
10677,Nhi Tran,"Nhân viên dễ gần, thân thiện, nhiệt tình, làm việc nhanh nhẹn. 5 sao chất lượng.",18-09-21 0:15,5
10678,Dat Dao,App báo lỗi 1007 từ hôm qua đến hôm nay vẫn không vào được. Chán thật !,01-11-21 7:51,1
10679,thanh tung Tran,"Ap như củ cải, đăng ký giọng nói như hét vào mặt chúng nó mà ko nghe thấy, nhìn mầu sắc cái logo đã thấy khó chịu kiểu ao làng, mở lên treo và uot ra liên tục. Quá kém và ko chuyên nghiệp với 1 ngân hàng lớn mang danh quân đội",15-04-21 9:30,1
10680,Dũng Phạm Hoàng,"nhân viên ngân hàng đến làm việc nói mở thẻ jcb nếu không sử dụng gì thì sẽ không bị trừ bất kỳ khoản phí nào, xong mở rồi thì lại bị trừ mấy trăm nghìn tiền phí duy trì thẻ, làm ăn mập mờ, không rõ ràng",31-08-21 22:44,1
10681,Thanh Nam Trần,Trên cả tuyệt vời Ngân Hàng Quân Đội Việt Nam 4.0,02-07-21 19:07,5
10682,Chí Công Nguyễn,"Chơi game ong vàng, quay trúng 100k tương đương 100tr thì báo game lỗi bắt thoát vào lại. Đm cay vl",24-09-21 18:22,1
10683,Võ Thị Diễm My,Vào aap không được,15-07-21 10:00,1
10684,Hồng Nguyễn Thị,Lỗi báo thiết bị đã root. Gửi mail cho MBBank thì MB đổ lỗi cho điện thoại của tôi mà không nhận trách nhiệm. 4 người nhà tôi dùng MBBank đều không vào được nhưng MBBank không chịu nhận trách nhiệm.,12-09-21 7:03,1
10685,Bé Bự,Sài oke,08-04-21 22:41,5
10686,Thanh Le,"Mới dùng MB ngày đầu tiên đã lỗi app , cần sử dụng lại bị lỗi quá lâu, đúng là trăm nghe không bằng một thấy, không nhận được 1 tin nhắn hay 1 mail nào thông báo về trường hợp lỗi này luôn",16-11-21 13:15,1
10687,Dt Mai,giới thiệu thành công không nhận được tiền,26-09-21 13:51,1
10688,bình an Nguyễn,Tuyệt vời,09-08-21 20:40,5
10689,trung đinh,App load k xog thẻ cố định thì báo lỗi,18-07-21 7:04,1
10690,Toàn Huỳnh thanh,Không thích,10-04-21 21:35,4
10691,Ngọc Anh Hoàng,Không cập nhập đc. App lỗi Không rút đc tiền qua App. Giao dịch lỗi k hoàn tiền. Gọi hotline k nghe máy,22-11-21 18:56,1
10692,Tran Quan,Xoá app tải lại mất digital otp . Ko có giải pháp đối với mùa dịch . Haizz,28-08-21 11:50,1
10693,Minhthien Ho,Chịu luôn rồi đó chụp ảnh rõ nét quá mà xử lý cả buổi ngủ 1 giấc dậy vẫn đang xử lý .chán quá monh nhà sản xuất xem xét,16-11-21 9:23,1
10694,Trần Nhật Huy 11B12 24,Làm ăn như cut đk xong đếu đc 30k,11-05-21 21:31,1
10695,Hương Quế,Không vào được,16-08-21 22:16,1
10696,維維,Sao toàn đứng ko ai mà đăng ký Được Trời,07-04-21 8:57,3
10697,Mien Nguyen,Không thể đăng nhập vào tài khoản,11-08-21 16:08,1
10698,Huỳnh Anh Nguyễn,"App báo lỗi, không vào được, mời bạn tải về không cộng 50k, cũng kh cộng 30k cho người tải, mong ad khắc phục ạ",09-10-21 17:27,1
10699,Minh Hùng,súc vật Quên tk ncc,12-07-21 12:19,1
10700,Life Color,Lỗi gì mà mất cả ngày rồi chưa xong vậy... vào được rồi...h tới lỗi đăng ký otp,16-11-21 20:47,1
10701,Kiên Vu,Ok,30-10-21 16:21,5
10702,Trường Đoàn Quốc,Minh không có thẻ căn cước với hồ chiếu thi .có cmnd thôi thì có đăng ký được ko ạ,16-06-21 5:56,5
10703,CNC metal cutting,Quá thất vọng. Ứng dụng cồng kềnh lộn xộn. Chưa dùng thẻ nào bực mình như này .,13-03-21 21:27,1
10704,Vân Đỗ Thị,"Không chăm sóc khách hàng, nói chuyện vòng vo, giới thiệu thành công thì k nhận đc tiền. Tệ quá tệ 👎👎👎👎👎👎",06-12-21 14:14,1
10705,Anh Tung,App quá chán mãi load không vào được,22-07-21 2:07,1
10706,Anh Vancho,"App qua te ko thay doi ma pin dc , goi lenh tong dai thi ko nhat may ho tro k hang",16-11-21 16:26,2
10707,Thiết Ai,Chào,16-11-21 21:26,5
10708,Quốc Anh Tạ,Ko hiểu sao nhập đúng cccd rồi xong quay video nói niếc các thứ rồi nó lại ghi lỗi thông tin xác nhận. Làm đi làm lại bao nhiều lần toàn bị thế. Quá tức,18-10-21 21:10,1
10709,Anh Nguyen,App chậm lắc rất chán xài ức chế vãi,14-07-21 17:16,2
10710,khanh nguyen van,Đăng ký cho đã rồi không đăng nhập được,17-02-21 7:48,1
10711,Miền Núi Vùng Sâu,Đăng ký khó quá à,08-03-21 10:15,4
10712,Tú Nguyễn Bá,Giới thiệu bạn bè mà không được quà mời là sao nhỉ mong ad sớm fix,05-10-21 13:36,2
10713,a tay,Ko hướng dẫn cách đăng nhập,21-04-21 20:55,3
10714,Bảo Ido,Hay và ok,20-05-21 7:31,5
10715,Viet Dao,"Chế độ phục vụ khách hàng tốt, giao diện đẹp.😊",26-03-21 13:05,5
10716,son dao,Hay và tốt,13-09-21 13:10,5
10717,Ẩm Thực Tự Làm TV,Ung dụng báo máy không tương tích .. Vào quày kg dc .. Có cái app làm dell xog !!,17-06-21 14:43,1
10718,Huy Phan,Ứng dụng như cc.vào không được thấy vậy cập nhật ai ngờ cũng xoay vòng vòng không vao được.ngân hàng làm vuệc như cái lờ,24-07-21 11:24,1
10719,Tuan Bui,Tuyệt vời,29-10-21 10:47,5
10720,Lộc Hoàng Tiến,Quá chậm,10-07-21 12:04,1
10721,Nguyễn Tiến Sang,K chuyển tiền dc mặc dù đủ số dư,15-03-21 21:55,3
10722,Thanh Le,Ứng dụng tốt,19-09-21 2:27,5
10723,Hoàng An Nguyễn,good,11-07-21 11:00,5
10724,Thịnh Nguyễn Thanh,Rất tốt,14-08-21 6:13,5
10725,Việt Quang,"Nhiều tính năng chưa hoàn thiện, chậm",30-07-21 18:35,2
10726,Le Huong,Ok,29-10-21 15:29,5
10727,Thịnh Quàng,Ứng dụng vớ vẩn..đăng ký mãi không được..chụp ảnh rõ ràng rồi cứ bảo mờ...không đăng ký được,18-10-21 19:27,2
10728,Tùng Lâm,Quá kém,16-11-21 21:44,1
10729,Cao Trung Hiếu,Chán. Từ sáng k làm ăn được gì,16-11-21 19:30,1
10730,Phong Hồng,Ứng dụng hơi chán ko thoát ra được,16-11-21 12:54,5
10731,Thúy Nga Huỳnh Thị,Tai sao k su dung ngan hang khac ma phai bat buoc chi 1 ngan hang nay thoi,02-05-21 18:26,1
10732,ngoc nguyen,"Phần mềm dùng tốt, tiện lợi",04-08-21 15:38,5
10733,lê thị mỹ hạnh,Dễ sử dụng,12-09-21 11:01,5
10734,Mê Phim Hay,Rất tốt,20-10-21 12:41,5
10735,luong huan,Tốt,06-05-21 12:53,5
10736,Truong Vo Van,Tốt,12-12-21 11:22,5
10737,Huy Nguyễn,Không đăng ký được làm xong nó lại quay về bước 2,10-06-21 17:46,5
10738,quang nguyen,"K nhận đc tiền, mặc dù đã đăng kí quá link chia sẻ",11-06-21 15:14,1
10739,Lê Văn Ngọc Viễn Lâm 9/4,Quên tên đăng nhập thì làm sao mn,12-05-21 19:39,1
10740,Anh Nem,Ok,08-12-21 17:15,5
10741,MẠNH-QS KARAOKE,"Không thể đăng nhập được, báo quên mật khẩu chụp CMT thì toàn báo m ất góc, mờ... khó sử dụng quá!!!",03-06-21 6:31,1
10742,Nguyễn ngọc Linh,"Đk tài khoản bằng cccd ko xác minh đc ,hệ thống kém phát triển, không cập nhật .... Đề nghị khắc phục",27-11-21 10:16,1
10743,Tien Ngoc,App quá tệ 1 ngân hàng lớn mà làm ăn kiểu như dzay là thua,31-07-21 16:26,1
10744,Nhật Hoài Đặng,Cập nhập r mà cứ báo là chưa cập nhập :)) Rồi đòi ngta cập nhập cái quái gì nữa,16-11-21 15:09,1
10745,Trieu Dong Loc,Ikech,30-05-21 17:34,5
10746,Anh Hoàng,Rất tốt và hay,15-02-21 6:41,5
10747,Anhh Nguyet_,Giao dịch chưa hoàn tất nhưng vẫn bị trừ tiền,09-12-21 8:22,1
10748,Tuấn Nguyễn,Hay qua,17-06-21 2:16,5
10749,minh hoang khong,Chụp cmt quá khó để chấp nhận. Đến chụp ảnh chân dung thì toàn báo lỗi thu âm. Dịch vụ tồi quá,10-08-21 7:56,1
10750,Thắng Chanels,Tạo mà cứ bị xảy ra lỗi Khuôn mặt thì công an chụp mà thì app không nhận dạng được khuôn mặt đề nghị app xem xét,26-10-21 17:59,1
10751,Lộc Hoàng,Thông báo biến động số dư lúc có lúc không mặc dù internet đầy đủ.,15-06-21 17:23,3
10752,Bích Thảo Hà,Sao mik ko đăng ký được vậy toàn là lỗi dữ liệu là sao,29-09-21 16:19,1
10753,Loi Bo,Dùng tạm,30-08-21 12:29,5
10754,Human Very,app ngu như trâu,25-08-21 16:18,1
10755,Thanh Danh,Ứng dụng tốt nhưng tại sao t không vay gì cả mà có sđt cứ gọi cho t bảo trả vay,10-11-21 10:00,2
10756,Bui Thuy,"Tôi nghĩ Kỹ Sư Phần Mềm Ở MB bank nên xem lại app , cứ load mãi ko vào dc khi cần chuyển tiền",29-08-21 22:53,1
10757,Cách Cách,App lỗi Ngồi chờ cả chục phút vẫn còn chưa hiện để đăng nhập Xong tự out ra Với lại mình đăng kí từ tháng 8 tới giờ vẫn chưa phát hành thẻ vật lí cho mình,26-09-21 8:54,1
10758,Huyền Ngọc,Ăn tiền của người ta :)))),12-12-21 21:27,1
10759,vinh tran bao,Rồi định bão trì tới khi nào thế admin. Tiền bạc không rút được,16-11-21 17:11,1
10760,Manh Hung Tran,"App quá tệ, tránh xa ngân hàng này ra mọi người.",11-08-21 15:05,1
10761,Nam Trần xuân,Cho sai voi,01-08-21 22:08,5
10762,Duyhung Bùi,Tốt,03-06-21 21:42,5
10763,Chocon Dkmbbnl222,Tý chưa hiểu nhiều lm,24-06-21 4:43,5
10764,kiếm tiền 4.0,"Bán số tài khoản đẹp giá cao thu về lợi nhuận cao như vậy là không tốt , cứ như này nhiều số nó cũng trả ý nghĩa",19-05-21 10:54,1
10765,niên nguyễn,App như cc :)))),21-05-21 11:48,1
10766,Đức Hoàng Vlog,Ứng dụng lừa đảo ko trả tiền khi giới thiệu thành công,05-06-21 11:16,1
10767,Hiep Trinh,Chuyển tiền nhanh,16-09-21 16:45,5
10768,Nam Lê Phương,Đk r chuyển tiền ko được. Liên hệ với tổng đài ko được app ld,19-07-21 12:03,1
10769,Nguyen Nam,Rất tốt,16-09-21 3:33,5
10770,Seo Săm Giàng,Tốt,19-10-21 21:26,5
10771,Thái Trần,Wen tai khoản đăng nhập giờ k có cách nào lấy lại được hết,17-05-21 9:24,3
10772,Lap Mai,Góp ý: Bỏ thông báo khi đăng nhập vân tay thành công.,01-06-21 20:49,3
10773,Hoàng Nghĩa Vlogs,App ngu con bò,02-11-21 8:25,1
10774,Ha Thang Audio,Tốt,12-11-21 13:27,4
10775,Cuong Nguyen,Tuyệt Vời,19-06-21 12:16,5
10776,thông nguyễn,Ok đã mở tài khoản ngân hàng thành công,06-09-21 0:47,5
10777,Thanh Nhan Pham,"Vô app xài xong, không thoát ra được, cứ treo hoài",04-11-21 20:14,1
10778,Tùng Đỗ,Đã tải về hoàn trỉnh tại sao lại bắt cập nhật nhật phiên bản j đó k vào đc,02-12-21 8:04,1
10779,Lưu Thiện,Ad fix lại lỗi vào app bằng 4g với ạ.. Vô bằng wifi thì chạy ầm ầm. Vô bằng mạng 4g mạnh như điên thì ko load được.. kiểm tra lại lỗi fix với..,19-07-21 16:44,1
10780,Giang Quốc,Tốt,03-11-21 19:17,5
10781,Minh tung Trinh,tải hoài ko đc quay hoài,19-08-21 21:18,1
10782,Luân Hoàng,Đị t mẹ ápp như lồz đăng nhập k được. Lấy lại mk xong k đăng nhập đc. Lk tk ngân hàng xong k vào hủy lk đc. Xóa thôi mất tiền như chơi đấy ae ạ,21-05-21 12:45,1
10783,Bẩy Nguyễn Đức,Vào ứng dụng chậm đôi lúc k vào được.,14-07-21 9:34,2
10784,Phạm Thị Tuấn Anh K24 NHE,Tồi đăng nhập mãi cứ sai mk dù đã đúng rồi,04-04-21 18:31,1
10785,Tuệ Phương,Đôi khi nghẽn mạch,23-03-21 6:54,4
10786,Van Lo,Rất tốt nha mn,03-11-21 19:45,5
10787,Bình Văn,Cập nhật xong k vào được toàn quay tít thò lò quá tệ,26-07-21 20:30,1
10788,Tuấn Anh Trần,Tốt,18-10-21 18:41,5
10789,Trung Ngô Quốc,Lỗi đăng nhập thường xuyên sảy ra dù dã nhập đúng mk,12-03-21 13:51,1
10790,Minh Kha Nguyen,Dk nay la sao k hieu,29-03-21 21:43,1
10791,Quang Đức Phạm,Ứng dụng như hạch. Lỡ đk tài khoản trả lương ráng dùng hết tháng sang tháng đổi ngân hàng .,27-11-21 10:22,1
